countyfips,periods,final_consumer_spending,average_consumer_spending,sd_consumer_spending,positive_consumer_spending,negative_consumer_spending,max_increase_consumer_spending,max_decrease_consumer_spending
21179,231,0.613,0.1882239393939394,0.22523417512635263,180,51,0.736,-0.481
21185,231,0.335,0.3112134199134199,0.2958359132121714,178,53,0.736,-0.444
21209,231,0.426,0.19389229437229438,0.12022361561190849,219,12,0.443,-0.224
21211,231,0.736,0.621060303030303,0.2122549182190336,224,7,0.736,-0.288
21219,231,0.373,0.19528099567099566,0.11364712663922549,220,11,0.463,-0.236
21221,231,0.507,0.30333358441558445,0.16202247693259836,225,6,0.66,-0.179
21225,231,0.203,0.10181714718614719,0.12005596364704971,185,46,0.46,-0.35
21227,231,0.335,0.09635836363636363,0.15962461424318175,172,59,0.409,-0.417
21229,231,0.462,0.34122597402597404,0.16870944336028867,223,8,0.657,-0.199
21233,231,0.286,0.13966511255411254,0.09506694608727677,217,14,0.349,-0.296
21239,231,0.462,0.22158411255411256,0.15902483434156187,209,22,0.517,-0.336
22001,231,0.0157,-0.0015840259740259744,0.1389891665649403,113,118,0.485,-0.346
22003,231,0.201,0.13439450216450216,0.08453315710463657,219,12,0.484,-0.147
22005,231,0.423,0.2383495670995671,0.14691755308093735,210,21,0.522,-0.352
22007,231,0.316,0.16400580086580085,0.15574075525395792,195,36,0.636,-0.237
22011,231,0.219,0.06828955844155844,0.07517377931308811,201,30,0.258,-0.278
22015,231,0.0642,0.10844845194805194,0.1354732106931233,191,40,0.481,-0.388
22017,231,0.213,0.1767361471861472,0.11359116717939931,215,16,0.411,-0.349
22019,231,0.143,0.13236335324675325,0.0828461107660865,213,18,0.399,-0.291
22025,231,0.426,0.2770307359307359,0.1513738334141655,218,13,0.583,-0.337
22031,231,0.0818,0.04070133333333333,0.11112792151545411,163,68,0.34,-0.336
22033,231,0.162,0.05936584415584416,0.1179111013767205,171,60,0.274,-0.394
22037,231,0.129,0.24167900432900433,0.1689939748124689,215,16,0.736,-0.344
22039,231,-0.0497,-0.041492467532467533,0.14328076461351202,91,140,0.306,-0.513
22043,231,0.319,0.24095900432900433,0.1492795473551871,216,15,0.696,-0.24
22045,231,0.187,0.18524402597402598,0.12154834011986743,210,21,0.452,-0.28
22051,231,0.247,0.17669238095238096,0.1478400295382534,202,29,0.526,-0.374
22055,231,0.217,0.15933670995670995,0.1519460998125947,195,36,0.466,-0.373
22057,231,0.174,0.172378354978355,0.12497386710437214,206,25,0.507,-0.286
22059,231,-0.0139,0.07340134199134199,0.08304986061428458,196,35,0.248,-0.294
22063,231,0.237,0.20515044155844156,0.14122952910405107,209,22,0.53,-0.265
22069,231,0.395,0.1568404891774892,0.11038819519499127,217,14,0.434,-0.33
22071,231,0.2,0.10036311774891775,0.13933422201808635,184,47,0.381,-0.402
22073,231,0.278,0.10184554112554113,0.1730903048663548,173,58,0.736,-0.447
22079,231,0.261,0.15573286017316018,0.12399236730717801,198,33,0.437,-0.298
22089,231,0.365,0.2645679696969697,0.2153935465264816,205,26,0.736,-0.424
22093,231,0.0135,0.03902125541125541,0.18155142622906711,139,92,0.548,-0.478
22095,231,0.101,0.21088380952380953,0.24567150958712272,187,44,0.736,-0.448
22097,231,-0.0284,-0.10253363636363637,0.135072612580523,54,177,0.258,-0.474
22099,231,0.455,0.30451861471861474,0.18407233720985547,211,20,0.693,-0.303
22101,231,0.344,0.284200670995671,0.15790790659391915,218,13,0.533,-0.32
22103,231,0.0702,0.0854384329004329,0.14599129122979293,168,63,0.466,-0.402
22105,231,0.395,0.25498191341991344,0.19043631184202361,207,24,0.736,-0.268
22109,231,0.354,0.12156592207792208,0.17147522071313973,173,58,0.475,-0.42
22113,231,0.0528,0.09542258441558442,0.1326751450382885,189,42,0.522,-0.454
22115,231,0.134,0.040202999567099565,0.11751595712235276,145,86,0.627,-0.303
23003,231,0.306,0.19343450216450217,0.1040026157638804,223,8,0.379,-0.199
23009,231,0.286,0.20728813852813852,0.13370525001073405,213,18,0.43,-0.239
23027,231,0.208,0.2352987619047619,0.1548094015615149,216,15,0.58,-0.221
24001,231,0.429,0.3070952380952381,0.13187291518338706,224,7,0.617,-0.219
24003,231,0.157,0.05976896103896104,0.12449313392540184,180,51,0.278,-0.386
24005,231,0.288,0.14278606926406925,0.13711513508718792,197,34,0.356,-0.368
24009,231,0.306,0.06881107792207793,0.12653026809136286,167,64,0.343,-0.327
24011,231,-0.0153,-0.03786838961038961,0.15987215639548744,92,139,0.547,-0.512
24013,231,0.147,0.08091224242424243,0.12084325197692408,175,56,0.28,-0.365
24015,231,0.196,0.06921082251082251,0.14106954635990754,173,58,0.31,-0.413
24017,231,0.3,0.1419271645021645,0.13220020790892928,197,34,0.435,-0.33
24019,231,-0.00977,0.014396493506493507,0.1663453876604696,119,112,0.608,-0.505
24021,231,0.227,0.07166510822510823,0.11444052312792258,173,58,0.276,-0.336
24023,231,0.288,0.1639428181818182,0.11706162817240966,206,25,0.354,-0.253
24025,231,0.222,0.11453538961038962,0.12422982689730555,189,42,0.309,-0.381
24027,231,0.225,0.07599433333333333,0.1337976292839843,176,55,0.335,-0.384
24029,231,0.0099,0.012462813852813852,0.2254817658228034,126,105,0.736,-0.557
24031,231,0.0984,0.015671135064935067,0.1200137450162313,147,84,0.228,-0.423
24033,231,0.115,0.07320439826839827,0.11261715807756285,191,40,0.245,-0.371
24035,231,0.0473,0.02602861471861472,0.14354935588056406,145,86,0.367,-0.445
24037,231,0.353,0.0662101948051948,0.13952617428132838,159,72,0.599,-0.34
24041,231,0.236,0.02916721212121212,0.17624022322992294,136,95,0.518,-0.4
24043,231,0.281,0.1512812987012987,0.12003267000588141,203,28,0.359,-0.273
24045,231,0.0407,0.07908541125541126,0.17505369649408486,172,59,0.466,-0.452
24047,231,0.267,0.16637207792207792,0.1919781868542293,187,44,0.736,-0.366
24510,231,0.284,0.18342545887445888,0.14556057793858407,199,32,0.462,-0.356
25001,231,0.264,0.07816307359307359,0.1855151645332971,159,72,0.451,-0.516
25017,231,0.342,0.15750411255411256,0.15756239583916773,187,44,0.433,-0.381
25021,231,0.158,0.09932742424242424,0.10188811961175472,196,35,0.307,-0.37
25025,231,0.232,0.13609959740259742,0.17084357721270316,185,46,0.442,-0.499
26001,231,0.154,0.1597534632034632,0.13173679664935053,202,29,0.481,-0.254
26007,231,0.188,0.1501769696969697,0.12655018759161515,197,34,0.418,-0.317
26009,231,0.675,0.1796922077922078,0.15928259331703545,202,29,0.675,-0.331
26017,231,0.476,0.12322445887445888,0.16249336134810527,177,54,0.639,-0.355
26029,231,0.408,0.13254900432900432,0.2069512092285963,175,56,0.736,-0.452
26031,231,0.387,0.2656701298701299,0.16019998829854085,213,18,0.494,-0.413
26033,231,0.297,0.1019537445887446,0.13161250221249682,190,41,0.404,-0.345
26037,231,0.49,0.2734043722943723,0.1753557307190652,218,13,0.692,-0.31
26041,231,0.237,0.19027928138528138,0.10316303186191368,218,13,0.385,-0.324
26043,231,0.189,0.11205577922077922,0.11534008275737075,200,31,0.475,-0.364
26045,231,0.56,0.3237710735930736,0.15623617984262256,220,11,0.592,-0.277
26047,231,0.473,0.18094235497835498,0.1785797216597247,200,31,0.577,-0.436
26049,231,0.584,0.32281450216450214,0.1784878294757005,217,14,0.648,-0.378
26053,231,-0.05,0.006016320346320346,0.13262663931326812,120,111,0.529,-0.369
26057,231,0.335,0.3298154545454545,0.15615599081530585,222,9,0.598,-0.309
26061,231,0.273,0.19152549783549783,0.16167991542763085,205,26,0.6,-0.322
26063,231,0.736,0.15425645454545456,0.15960324911121862,210,21,0.736,-0.333
26065,231,0.43,0.25722943722943725,0.1390428647736536,218,13,0.506,-0.316
26067,231,0.387,0.2647974025974026,0.1122502096142433,222,9,0.581,-0.271
26069,231,0.112,0.12357727272727273,0.13317220220095252,187,44,0.444,-0.308
26073,231,0.545,0.3375171861471861,0.2843821472311279,197,34,0.736,-0.427
26075,231,0.232,0.11598393939393939,0.11570921289303952,194,37,0.272,-0.379
26077,231,0.736,0.5441138528138528,0.23992097155078773,215,16,0.736,-0.382
26081,231,0.446,0.2578545887445887,0.15473842880298705,215,16,0.487,-0.328
26089,231,0.431,0.2670761471861472,0.21458417720620782,202,29,0.736,-0.374
26093,231,0.572,0.30001632034632036,0.27023424853724265,191,40,0.736,-0.415
26099,231,0.426,0.1476071341991342,0.19066625370944634,180,51,0.478,-0.435
26103,231,-0.0306,3.118138528138531e-4,0.11019633524169477,156,75,0.182,-0.425
26109,231,0.18,0.15339300995670996,0.11449025473480393,202,29,0.386,-0.3
26111,231,0.23,0.20559321385281384,0.21244955913767016,183,48,0.646,-0.367
26115,231,0.0936,0.09367034632034632,0.08079593237642099,206,25,0.24,-0.338
26117,231,0.476,0.31936670995670996,0.13583239831721597,219,12,0.524,-0.229
26121,231,0.239,0.15031533333333333,0.116891320514238,201,30,0.401,-0.352
26125,231,0.736,0.28476905194805197,0.27536713473638735,209,22,0.736,-0.362
26129,231,0.262,0.2208747619047619,0.17805695821674475,207,24,0.691,-0.366
26139,231,0.375,0.24141212121212122,0.12578728642919373,220,11,0.423,-0.271
26141,231,0.309,0.2466242857142857,0.13853283270946753,217,14,0.491,-0.335
26143,231,0.307,0.034784194805194804,0.15029366879569672,130,101,0.488,-0.439
26145,231,0.524,0.22186307359307358,0.1567266345267363,207,24,0.603,-0.348
26147,231,0.395,0.2007344155844156,0.2293115822886454,178,53,0.736,-0.484
26151,231,0.736,0.13859827272727274,0.15287662928637727,202,29,0.736,-0.335
26155,231,0.59,0.30947238095238094,0.16396465919839417,221,10,0.736,-0.314
26157,231,0.662,0.1899177922077922,0.14113546639856064,216,15,0.708,-0.273
26159,231,0.736,0.5344367965367965,0.26187196620410946,217,14,0.736,-0.44
26161,231,0.228,0.09971853246753247,0.17112185820514125,162,69,0.505,-0.429
26163,231,0.274,0.061924329004329,0.11104767974145544,174,57,0.286,-0.363
27001,231,-0.0958,0.011993584415584416,0.13659599409598372,117,114,0.401,-0.387
27003,231,0.184,0.07660359307359307,0.12171225454570672,181,50,0.251,-0.382
27005,231,0.136,0.12884926406926406,0.12285450254131285,194,37,0.378,-0.289
27007,231,0.0912,0.06368095670995672,0.12519505115114274,168,63,0.37,-0.392
27009,231,0.434,0.20275696969696969,0.14751001468255268,207,24,0.536,-0.331
27013,231,0.165,0.09638255411255411,0.11921695216473262,186,45,0.3,-0.385
27015,231,0.287,0.12217515151515151,0.14175022079531455,189,42,0.445,-0.395
27017,231,0.145,0.11977718614718615,0.12267538161787508,194,37,0.414,-0.368
27019,231,0.192,0.06639925974025974,0.11662464309641862,183,48,0.273,-0.403
27021,231,0.293,0.03871424242424242,0.1442297249354597,140,91,0.479,-0.407
27023,231,0.0707,0.0029453376623376627,0.15701535265333358,133,98,0.384,-0.424
27025,231,0.147,0.13244809523809523,0.12579864036664004,195,36,0.397,-0.305
27027,231,0.249,0.18151158008658008,0.11824348649674331,212,19,0.388,-0.294
27031,231,-0.131,-0.032309367965367965,0.16179259882604566,85,146,0.543,-0.535
27033,231,0.384,0.24643677056277055,0.14932190338161377,213,18,0.485,-0.282
27035,231,0.205,0.14363424242424241,0.1257892896429585,201,30,0.399,-0.292
27037,231,0.221,0.09725393939393939,0.13022790796064032,180,51,0.283,-0.382
27039,231,0.166,0.1492778354978355,0.14268886110082693,201,30,0.572,-0.319
27041,231,0.216,0.1514930303030303,0.11601332733183471,205,26,0.371,-0.305
27043,231,-0.136,-0.10659580086580087,0.15072829844266486,48,183,0.532,-0.462
27045,231,0.36,0.21219567965367966,0.1764898229357136,199,32,0.626,-0.363
27047,231,0.117,0.10326068831168832,0.10187460967439887,194,37,0.287,-0.402
27049,231,0.0822,0.012388294372294372,0.11399940406716823,148,83,0.227,-0.395
27053,231,0.201,0.07385261471861472,0.12616566325473597,183,48,0.28,-0.391
27055,231,0.252,0.26341991341991344,0.19852863479366384,209,22,0.736,-0.32
27057,231,0.316,0.06492909090909091,0.1575524312799185,157,74,0.482,-0.427
27059,231,0.194,0.1682411038961039,0.13543255418879982,202,29,0.422,-0.27
27061,231,0.242,0.13100978354978354,0.1300561611480273,194,37,0.433,-0.267
27063,231,0.196,0.12664289177489177,0.10838430134977824,200,31,0.392,-0.272
27065,231,0.159,-0.04811420779220779,0.16503093707194294,97,134,0.376,-0.45
27067,231,0.124,0.026283038961038962,0.13542566549491994,154,77,0.285,-0.443
27071,231,0.157,0.08901625541125541,0.19329004284489748,157,74,0.625,-0.331
27073,231,0.136,0.12288251082251082,0.1418243408424925,187,44,0.519,-0.26
27075,231,0.16,0.03974595238095238,0.12714479309279939,157,74,0.361,-0.427
27079,231,0.0825,0.13488014285714287,0.14934787380918077,193,38,0.67,-0.399
27083,231,0.121,0.0633104329004329,0.16088704389640834,160,71,0.507,-0.434
27085,231,0.104,0.09233528138528138,0.13040583485806598,185,46,0.336,-0.326
27089,231,0.0454,0.09835117316017317,0.16787970576373343,162,69,0.734,-0.334
27093,231,0.136,0.2116751948051948,0.1603731548982781,205,26,0.523,-0.334
27095,231,0.275,0.19994657142857142,0.19058426687458813,190,41,0.717,-0.313
27097,231,-0.0544,-0.1261481168831169,0.1330202022560915,38,193,0.257,-0.422
27099,231,0.224,0.16469254545454545,0.10365613081654991,208,23,0.346,-0.26
27103,231,0.104,0.05328190043290043,0.1109046783599931,176,55,0.29,-0.39
27105,231,0.311,0.21473610822510822,0.1461371170981182,209,22,0.505,-0.278
27107,231,0.25,0.20931463203463205,0.17925834613937752,194,37,0.672,-0.229
27109,231,0.0747,0.07230320346320346,0.11661522956378786,186,45,0.246,-0.407
27111,231,0.169,0.12013459307359307,0.11278278588600125,186,45,0.338,-0.314
27113,231,0.237,0.21305974025974025,0.15407075031189849,209,22,0.603,-0.325
27115,231,0.193,0.17507441558441558,0.17168724814889305,196,35,0.573,-0.4
27119,231,0.27,0.20052233333333333,0.12070419540533492,214,17,0.494,-0.255
27121,231,-0.248,0.047545982683982684,0.16635623479404635,142,89,0.566,-0.384
27123,231,0.2,0.07751675324675325,0.1237208530078013,182,49,0.272,-0.382
27131,231,0.198,0.1446365367965368,0.12911248404310158,191,40,0.431,-0.32
27135,231,-0.183,-0.22265506493506493,0.1323068421789819,11,220,0.0811,-0.587
27137,231,0.0887,0.02851946753246753,0.09606925171488911,171,60,0.183,-0.331
27139,231,0.247,0.11326587445887445,0.12725727464091,185,46,0.299,-0.38
27141,231,0.184,0.11956935064935065,0.11871098039763556,189,42,0.321,-0.375
27143,231,0.193,0.19865592207792207,0.1759758296125845,195,36,0.61,-0.315
27145,231,0.333,0.1820751948051948,0.14135188209580765,194,37,0.441,-0.318
27147,231,0.204,0.10977333333333333,0.11020304270504185,189,42,0.309,-0.35
27151,231,-0.063,0.035666190476190476,0.23054885194897337,124,107,0.736,-0.475
27153,231,-0.00573,0.19160337662337662,0.20074825810459004,188,43,0.736,-0.365
27157,231,0.194,0.03187497402597403,0.14431302043860203,147,84,0.442,-0.382
27163,231,0.115,0.05744718614718615,0.10373673442004411,182,49,0.202,-0.36
27167,231,0.489,0.2811274891774892,0.1684121750367974,218,13,0.72,-0.274
27169,231,0.0798,0.044333593073593074,0.1295447817672354,176,55,0.253,-0.387
27171,231,0.309,0.1491975186147186,0.1386165923036054,192,39,0.377,-0.36
28009,231,0.323,0.33918092207792205,0.13692773068416653,222,9,0.662,-0.188
28011,231,0.437,0.32851121212121215,0.16046197408489035,217,14,0.607,-0.307
28027,231,0.484,0.32141558441558443,0.14987841251720913,221,10,0.646,-0.258
28033,231,0.605,0.2357904329004329,0.1626887516214923,207,24,0.605,-0.289
28035,231,0.363,0.21463588744588744,0.15492065429133986,207,24,0.545,-0.271
28039,231,0.352,0.18280290043290043,0.18606556553790984,198,33,0.643,-0.387
28045,231,0.465,0.3701393636363636,0.22240189926166914,212,19,0.736,-0.221
28047,231,0.368,0.24982246753246753,0.20677925755336193,182,49,0.736,-0.308
28049,231,0.218,0.14369580086580086,0.15425460577543249,192,39,0.421,-0.336
28059,231,0.359,0.19244974025974027,0.18504506490587422,186,45,0.465,-0.322
28061,231,0.185,0.19383112554112555,0.1179359296048966,215,16,0.449,-0.189
28067,231,0.541,0.3067258917748918,0.194433250977679,214,17,0.736,-0.285
28071,231,0.237,0.07662242424242424,0.18009058982540624,162,69,0.578,-0.398
28073,231,0.391,0.20705558441558441,0.20068851369717963,185,46,0.618,-0.304
28075,231,0.736,0.173295670995671,0.2471787278949929,172,59,0.736,-0.441
28081,231,0.455,0.3779964935064935,0.21216608944368315,217,14,0.736,-0.36
28083,231,0.526,0.3622809090909091,0.1576731347896253,224,7,0.736,-0.262
28087,231,0.344,0.28199761904761905,0.268828910980737,184,47,0.736,-0.452
28089,231,0.122,0.11119858874458874,0.1384290779709789,189,42,0.413,-0.409
28093,231,0.446,0.3378773593073593,0.1554386219295071,221,10,0.572,-0.26
28105,231,0.561,0.3980265367965368,0.26091914494582114,212,19,0.736,-0.252
28107,231,0.215,0.12123969696969697,0.10910119103639496,204,27,0.436,-0.291
28121,231,0.346,0.2069300432900433,0.15514172224270587,202,29,0.524,-0.308
28129,231,0.26,0.2936588311688312,0.1431264669077577,223,8,0.699,-0.131
28133,231,0.37,0.2817230735930736,0.151698064186407,217,14,0.583,-0.35
28139,231,0.291,0.1606030735930736,0.20099747640117868,191,40,0.736,-0.367
28145,231,0.268,0.162136354978355,0.20415297878386593,184,47,0.693,-0.429
28151,231,0.282,0.2449947186147186,0.12185451186017425,218,13,0.509,-0.253
29021,231,0.164,0.04779177489177489,0.1838129590522162,138,93,0.708,-0.417
29031,231,0.615,0.3097744761904762,0.21043153793561023,215,16,0.736,-0.47
29043,231,0.376,0.1963756277056277,0.16471026282647097,199,32,0.486,-0.442
29047,231,0.219,0.17539230303030304,0.16628455553630883,199,32,0.484,-0.386
29071,231,0.531,0.24909974025974027,0.2487707895964757,187,44,0.736,-0.355
29077,231,0.103,0.0821984761904762,0.16517200230704987,164,67,0.371,-0.387
29095,231,0.276,0.09047727705627706,0.15043772519522558,180,51,0.366,-0.425
29097,231,0.378,0.25181451515151515,0.13832694970438847,222,9,0.479,-0.224
29099,231,0.736,0.5227087012987013,0.25875709397215513,218,13,0.736,-0.189
29101,231,0.196,0.19335095238095237,0.16236474567266718,201,30,0.618,-0.343
29127,231,0.581,0.3136560606060606,0.19457238662518997,214,17,0.736,-0.244
29145,231,0.435,0.4099090909090909,0.24265554089221145,213,18,0.736,-0.365
29165,231,0.248,0.13232337662337662,0.15396728385638964,191,40,0.449,-0.392
29183,231,0.361,0.19444411255411256,0.1781009732487271,194,37,0.537,-0.342
29186,231,0.259,0.28197316017316015,0.22381250224815097,200,31,0.72,-0.379
29189,231,0.553,0.24060108225108226,0.21513323008160637,194,37,0.693,-0.34
29209,231,0.0523,0.08268051948051948,0.18100522370960387,165,66,0.736,-0.456
29225,231,0.472,0.37598060606060607,0.24146323213595922,211,20,0.736,-0.367
29510,231,0.55,0.3088182251082251,0.21568842469366795,216,15,0.736,-0.359
30001,231,-0.0557,0.04745601731601732,0.22848839972584595,135,96,0.736,-0.571
30009,231,-0.116,-0.037541593073593074,0.15490816870646368,90,141,0.398,-0.489
30013,231,-0.133,-0.15871891774891775,0.12821353870771243,5,226,0.119,-0.517
30017,231,0.523,0.2088983116883117,0.15831136880598362,201,30,0.543,-0.314
30021,231,0.149,0.08243372727272727,0.13077149578385588,168,63,0.352,-0.272
30027,231,-0.0473,0.16977017316017315,0.19531513938062822,182,49,0.736,-0.29
30029,231,0.242,0.18711533636363636,0.149358871452927,205,26,0.48,-0.381
30031,231,-0.00302,0.02012121212121212,0.10957114943706285,152,79,0.206,-0.389
30041,231,-0.00717,0.13696221645021645,0.16088956186437164,188,43,0.584,-0.397
30043,231,-0.0369,-0.03821287878787879,0.1464989133033239,91,140,0.536,-0.563
30047,231,-0.0595,0.12479498701298701,0.18399145736784442,182,49,0.736,-0.547
30049,231,0.108,0.048348246753246754,0.1193673502081583,165,66,0.325,-0.383
30053,231,0.181,0.1966864502164502,0.18360978809147518,196,35,0.692,-0.294
30057,231,-0.11,-0.062288917748917746,0.18068673922167827,83,148,0.434,-0.636
30063,231,0.14,0.08637232034632035,0.13674645316526327,178,53,0.384,-0.357
30067,231,0.194,0.04401857558441558,0.15494944926630683,143,88,0.621,-0.363
30073,231,-0.13,-0.12496077922077922,0.14528205079684828,37,194,0.128,-0.552
30081,231,0.436,0.36586687878787877,0.2084081097665849,219,12,0.736,-0.323
30083,231,0.00267,0.08396993939393939,0.15074927592291537,166,65,0.472,-0.486
30093,231,0.0514,0.023117839826839827,0.13395590494771475,148,83,0.368,-0.441
30105,231,0.0138,0.09302584415584415,0.1640940559982543,166,65,0.693,-0.353
30111,231,-0.045,0.05032874458874459,0.12435112443567646,159,72,0.288,-0.364
31001,231,0.27,0.1830391471861472,0.12948775929862344,210,21,0.409,-0.311
31003,231,0.423,0.1932195670995671,0.15899739144916142,203,28,0.568,-0.29
31019,231,0.193,0.1049804761904762,0.14203474953330839,180,51,0.38,-0.383
31023,231,0.175,0.11775929004329004,0.16169197839611676,180,51,0.484,-0.399
31025,231,0.136,0.07078332034632034,0.09958313040353017,176,55,0.283,-0.301
31029,231,0.188,0.09611896103896105,0.21312952938806187,181,50,0.458,-0.432
31031,231,-0.0597,0.07681402164502164,0.20882264617867657,145,86,0.736,-0.361
31035,231,0.13,0.06769398268398269,0.1507802496542846,162,69,0.366,-0.435
31037,231,0.28,0.22137767532467534,0.11901481490354285,218,13,0.427,-0.226
31039,231,0.158,0.13803696969696969,0.1541356401959113,195,36,0.48,-0.374
31041,231,0.0594,0.10607233766233766,0.13321281686830977,184,47,0.646,-0.305
31043,231,0.188,0.08181285714285715,0.20501172149007232,163,68,0.515,-0.528
31047,231,0.287,0.1641435541125541,0.1449424525272774,188,43,0.391,-0.309
31053,231,0.159,0.13171311688311688,0.12633829280006162,186,45,0.353,-0.386
31055,231,0.186,0.09160698051948052,0.136703837350726,180,51,0.361,-0.334
31057,231,0.39,0.17435885281385283,0.14445159856627462,205,26,0.544,-0.239
31067,231,0.238,0.16004657142857143,0.10795848669760645,208,23,0.385,-0.229
31073,231,0.25,0.06036285714285714,0.15223854440110252,164,67,0.383,-0.365
31079,231,0.266,0.18004471428571428,0.11654448915602895,207,24,0.398,-0.247
31081,231,0.19,0.14130103896103896,0.11869366205105385,193,38,0.384,-0.283
31089,231,0.27,0.18459459696969696,0.14764205676294165,197,34,0.588,-0.275
31093,231,0.415,0.20840506493506494,0.1624198957717181,205,26,0.575,-0.246
31095,231,-0.173,-0.22689324675324676,0.15166365572864837,14,217,0.415,-0.545
31101,231,0.163,0.1418713852813853,0.10677352162316171,200,31,0.334,-0.32
31107,231,0.264,0.18677238095238094,0.1762488087975839,195,36,0.587,-0.307
31109,231,0.169,0.09461805194805195,0.10827739846104976,182,49,0.275,-0.316
31111,231,-0.085,-0.09052199134199135,0.10589429807460347,43,188,0.292,-0.406
31119,231,0.212,0.07265311688311689,0.14084903396368634,169,62,0.377,-0.441
31121,231,0.58,0.3616322077922078,0.19544005497042716,214,17,0.736,-0.26
31131,231,0.431,0.2661824155844156,0.16854270552949022,211,20,0.577,-0.168
31135,231,0.0577,0.06032482683982684,0.15456164814309212,147,84,0.382,-0.337
31137,231,0.0701,0.04592057142857143,0.1799488294196868,145,86,0.736,-0.426
31143,231,0.315,0.20954246753246752,0.13951206868619717,205,26,0.477,-0.27
31145,231,0.255,0.15031943722943722,0.12522446859499667,197,34,0.377,-0.322
31151,231,0.322,0.20205675324675323,0.13360542578257514,207,24,0.419,-0.269
31153,231,0.142,0.08268860606060606,0.11981731168878204,182,49,0.309,-0.348
31155,231,0.165,0.07894805194805195,0.12624822427375187,172,59,0.333,-0.325
31157,231,0.352,0.05273974025974026,0.18231598314985292,144,87,0.686,-0.388
31177,231,0.17,-1.3719913419913419e-4,0.13107990592274887,131,100,0.27,-0.395
31185,231,0.338,-0.0737814329004329,0.14598362837164622,61,170,0.538,-0.471
32001,231,0.272,0.06414796536796537,0.1307063337000948,159,72,0.4,-0.355
32003,231,0.0814,0.012321013852813851,0.08879731865398022,171,60,0.118,-0.402
32005,231,-0.00184,-0.0042372554112554105,0.09685818618668023,125,106,0.194,-0.407
32007,231,0.3,0.21303584415584415,0.1399486700778786,216,15,0.526,-0.271
32013,231,0.442,0.19213530432900433,0.1763388346199823,201,30,0.702,-0.357
32015,231,0.124,-0.0650277922077922,0.16752668017459743,78,153,0.413,-0.513
32019,231,0.0645,0.0757393896103896,0.11339196309214786,185,46,0.39,-0.375
32023,231,0.00985,0.031798538095238096,0.11179060532798936,155,76,0.397,-0.393
32031,231,0.0626,0.013702704329004329,0.09422566586837514,170,61,0.169,-0.376
32510,231,-0.134,-0.08975079913419913,0.10050796174402088,41,190,0.173,-0.455
33001,231,0.34,0.2214739437229437,0.14301911539839804,208,23,0.458,-0.199
33003,231,0.172,0.14886146683982684,0.12211937378005466,195,36,0.405,-0.297
33005,231,0.17,0.17272146753246753,0.19186188486793335,184,47,0.582,-0.387
33007,231,0.289,0.11196424242424242,0.14553931400801498,184,47,0.441,-0.374
33011,231,0.343,0.24378571428571427,0.12898530919478596,222,9,0.456,-0.265
33013,231,0.275,0.21495926450216452,0.11939200883234168,221,10,0.39,-0.228
33015,231,0.278,0.19296757575757575,0.11601581151689447,216,15,0.379,-0.264
33017,231,0.165,0.10068572727272727,0.11082718117925015,187,44,0.32,-0.309
34001,231,0.404,0.2621357142857143,0.16092417447028926,219,12,0.576,-0.321
34003,231,0.461,0.28707713852813854,0.21677971304859894,207,24,0.624,-0.372
34009,231,0.537,0.31780643722943724,0.2441330448674393,215,16,0.736,-0.332
34011,231,0.329,0.23387693073593074,0.13091239357054432,221,10,0.461,-0.266
34015,231,0.403,0.2229402909090909,0.16794964026023954,189,42,0.484,-0.352
34017,231,0.25,0.1114811948051948,0.14448774743007936,184,47,0.321,-0.443
34019,231,0.339,0.17779499567099566,0.15022574271688297,195,36,0.39,-0.349
34021,231,0.292,0.14418212554112553,0.1694329242748774,186,45,0.433,-0.372
34023,231,0.322,0.16661077922077921,0.16409637591128046,188,43,0.397,-0.372
34025,231,0.359,0.21896831168831168,0.1656913700442398,204,27,0.487,-0.377
34027,231,0.291,0.15792571428571428,0.15523094837184484,187,44,0.395,-0.4
34029,231,0.563,0.25306987012987014,0.19552579451199856,212,19,0.621,-0.335
34031,231,0.464,0.31855012987012987,0.19510255046910147,214,17,0.625,-0.323
34033,231,0.536,0.24670904761904763,0.18194400413302603,195,36,0.671,-0.287
34035,231,0.276,0.0853943722943723,0.15471991116746897,176,55,0.338,-0.404
34037,231,0.321,0.16827854545454546,0.1552546510272618,192,39,0.466,-0.361
34039,231,0.27,0.1694417748917749,0.1683010993889574,184,47,0.408,-0.368
34041,231,0.246,0.10668493506493507,0.13547767546840273,183,48,0.372,-0.358
35001,231,0.101,0.025336272727272728,0.09854115688804345,164,67,0.196,-0.35
35005,231,0.106,0.03477213852813853,0.11392510337459064,165,66,0.262,-0.44
35006,231,0.13,0.09401094372294372,0.1476149573397874,173,58,0.488,-0.33
35007,231,-0.0354,-0.06070991341991342,0.18206027959225446,85,146,0.736,-0.571
35009,231,0.345,0.19602890476190477,0.15601892870128048,206,25,0.557,-0.339
35013,231,0.192,0.0875304329004329,0.1269591400301809,186,45,0.291,-0.349
35015,231,0.262,0.0650745341991342,0.11840486198106459,170,61,0.355,-0.341
35017,231,0.124,0.09339083982683982,0.13191667672985152,177,54,0.483,-0.464
35025,231,0.123,-0.05679819567099567,0.10127792766515653,66,165,0.18,-0.442
35027,231,0.521,0.31185930735930734,0.19149750001193883,218,13,0.736,-0.183
35028,231,0.187,0.07397731601731601,0.1217900124329458,180,51,0.335,-0.464
